"quiz_id","title","submission_id","submitted_at","question_number","question","answer","correct"
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e52e4938-8495-4320-8888-338657d59391","2026-07-20T02:36:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e52e4938-8495-4320-8888-338657d59391","2026-07-20T02:36:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e52e4938-8495-4320-8888-338657d59391","2026-07-20T02:36:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Bobby Tambling",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","e52e4938-8495-4320-8888-338657d59391","2026-07-20T02:36:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","1d23c6a5-89ba-4a41-994c-d0fc674636fa","2026-07-20T05:12:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","1d23c6a5-89ba-4a41-994c-d0fc674636fa","2026-07-20T05:12:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","1d23c6a5-89ba-4a41-994c-d0fc674636fa","2026-07-20T05:12:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","1d23c6a5-89ba-4a41-994c-d0fc674636fa","2026-07-20T05:12:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","1d23c6a5-89ba-4a41-994c-d0fc674636fa","2026-07-20T05:12:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","d09eb6b5-b586-48dd-a0bc-324a97b10353","2026-07-20T06:25:00Z",1,"In which year was Chelsea FC founded?","1932",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","d09eb6b5-b586-48dd-a0bc-324a97b10353","2026-07-20T06:25:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","d09eb6b5-b586-48dd-a0bc-324a97b10353","2026-07-20T06:25:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","d09eb6b5-b586-48dd-a0bc-324a97b10353","2026-07-20T06:25:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Didier Drogba",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","d09eb6b5-b586-48dd-a0bc-324a97b10353","2026-07-20T06:25:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2008",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ea130aae-f6a1-45e3-b711-a741733ab593","2026-07-20T07:37:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ea130aae-f6a1-45e3-b711-a741733ab593","2026-07-20T07:37:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ea130aae-f6a1-45e3-b711-a741733ab593","2026-07-20T07:37:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ea130aae-f6a1-45e3-b711-a741733ab593","2026-07-20T07:37:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Bobby Tambling",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ea130aae-f6a1-45e3-b711-a741733ab593","2026-07-20T07:37:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","94285fb1-a672-40c7-ba6a-c56dafb9ce9f","2026-07-20T09:41:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","94285fb1-a672-40c7-ba6a-c56dafb9ce9f","2026-07-20T09:41:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","94285fb1-a672-40c7-ba6a-c56dafb9ce9f","2026-07-20T09:41:00Z",3,"Which animal features on the Chelsea FC club crest?","Wolf",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","94285fb1-a672-40c7-ba6a-c56dafb9ce9f","2026-07-20T09:41:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","94285fb1-a672-40c7-ba6a-c56dafb9ce9f","2026-07-20T09:41:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2008",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","dced77ee-4713-4d76-9313-49897f08802a","2026-07-20T11:08:00Z",1,"In which year was Chelsea FC founded?","1932",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","dced77ee-4713-4d76-9313-49897f08802a","2026-07-20T11:08:00Z",2,"What is the name of Chelsea FC's home stadium?","The Emirates",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","dced77ee-4713-4d76-9313-49897f08802a","2026-07-20T11:08:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","dced77ee-4713-4d76-9313-49897f08802a","2026-07-20T11:08:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Bobby Tambling",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","dced77ee-4713-4d76-9313-49897f08802a","2026-07-20T11:08:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2008",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ced28b6f-eaf9-4577-be9b-657623722ba2","2026-07-20T13:35:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ced28b6f-eaf9-4577-be9b-657623722ba2","2026-07-20T13:35:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ced28b6f-eaf9-4577-be9b-657623722ba2","2026-07-20T13:35:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ced28b6f-eaf9-4577-be9b-657623722ba2","2026-07-20T13:35:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","ced28b6f-eaf9-4577-be9b-657623722ba2","2026-07-20T13:35:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2021",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","dc21d876-0a77-46e7-9399-5df8cb79eb94","2026-07-20T15:25:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","dc21d876-0a77-46e7-9399-5df8cb79eb94","2026-07-20T15:25:00Z",2,"What is the name of Chelsea FC's home stadium?","Anfield",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","dc21d876-0a77-46e7-9399-5df8cb79eb94","2026-07-20T15:25:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","dc21d876-0a77-46e7-9399-5df8cb79eb94","2026-07-20T15:25:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Bobby Tambling",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","dc21d876-0a77-46e7-9399-5df8cb79eb94","2026-07-20T15:25:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","df7ab8f6-ec89-447c-9abe-1dcda0699b42","2026-07-20T16:23:00Z",1,"In which year was Chelsea FC founded?","1905",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","df7ab8f6-ec89-447c-9abe-1dcda0699b42","2026-07-20T16:23:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","df7ab8f6-ec89-447c-9abe-1dcda0699b42","2026-07-20T16:23:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","df7ab8f6-ec89-447c-9abe-1dcda0699b42","2026-07-20T16:23:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Frank Lampard",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","df7ab8f6-ec89-447c-9abe-1dcda0699b42","2026-07-20T16:23:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","3f1ce782-8fec-4139-95b7-7890865fd612","2026-07-20T18:12:00Z",1,"In which year was Chelsea FC founded?","1932",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","3f1ce782-8fec-4139-95b7-7890865fd612","2026-07-20T18:12:00Z",2,"What is the name of Chelsea FC's home stadium?","Stamford Bridge",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","3f1ce782-8fec-4139-95b7-7890865fd612","2026-07-20T18:12:00Z",3,"Which animal features on the Chelsea FC club crest?","Lion",True
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","3f1ce782-8fec-4139-95b7-7890865fd612","2026-07-20T18:12:00Z",4,"Who is Chelsea FC's all-time leading goalscorer?","Bobby Tambling",False
"3f1c8e42-5a7d-4b19-9e63-c0d84f2a71b5","Chelsea FC Stadium and Museum Tour","3f1ce782-8fec-4139-95b7-7890865fd612","2026-07-20T18:12:00Z",5,"In which year did Chelsea FC win their first UEFA Champions League title?","2012",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","4e7aa6ea-2b61-5641-a04c-1f5f9ee2813e","2026-07-14T11:16:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","29",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","4e7aa6ea-2b61-5641-a04c-1f5f9ee2813e","2026-07-14T11:16:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","89",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","4e7aa6ea-2b61-5641-a04c-1f5f9ee2813e","2026-07-14T11:16:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","4e7aa6ea-2b61-5641-a04c-1f5f9ee2813e","2026-07-14T11:16:00Z",4,"Hvor gammel er Erling Haaland?","24",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","80d53cc2-5d4a-51ee-b3ad-42333365bf41","2026-07-14T13:01:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","80d53cc2-5d4a-51ee-b3ad-42333365bf41","2026-07-14T13:01:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","79",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","80d53cc2-5d4a-51ee-b3ad-42333365bf41","2026-07-14T13:01:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","80d53cc2-5d4a-51ee-b3ad-42333365bf41","2026-07-14T13:01:00Z",4,"Hvor gammel er Erling Haaland?","26",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","91f784c6-e8b3-51d6-a67b-51d62a22e682","2026-07-14T14:29:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","91f784c6-e8b3-51d6-a67b-51d62a22e682","2026-07-14T14:29:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","90",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","91f784c6-e8b3-51d6-a67b-51d62a22e682","2026-07-14T14:29:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","91f784c6-e8b3-51d6-a67b-51d62a22e682","2026-07-14T14:29:00Z",4,"Hvor gammel er Erling Haaland?","26",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","27c378b4-c5c6-52b4-a155-edcc9a0916ff","2026-07-14T16:57:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","27c378b4-c5c6-52b4-a155-edcc9a0916ff","2026-07-14T16:57:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","87",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","27c378b4-c5c6-52b4-a155-edcc9a0916ff","2026-07-14T16:57:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","27c378b4-c5c6-52b4-a155-edcc9a0916ff","2026-07-14T16:57:00Z",4,"Hvor gammel er Erling Haaland?","27",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","c8f1f7ba-8bc3-5d53-a01a-badc0faf0dac","2026-07-14T18:33:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","c8f1f7ba-8bc3-5d53-a01a-badc0faf0dac","2026-07-14T18:33:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","90",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","c8f1f7ba-8bc3-5d53-a01a-badc0faf0dac","2026-07-14T18:33:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","c8f1f7ba-8bc3-5d53-a01a-badc0faf0dac","2026-07-14T18:33:00Z",4,"Hvor gammel er Erling Haaland?","26",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","ce9dbb38-761d-5abf-90bd-989379f75e69","2026-07-14T19:32:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","20",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","ce9dbb38-761d-5abf-90bd-989379f75e69","2026-07-14T19:32:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","90",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","ce9dbb38-761d-5abf-90bd-989379f75e69","2026-07-14T19:32:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","ce9dbb38-761d-5abf-90bd-989379f75e69","2026-07-14T19:32:00Z",4,"Hvor gammel er Erling Haaland?","24",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","f2036b89-2111-5b8b-a17d-290654b76304","2026-07-14T22:12:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","f2036b89-2111-5b8b-a17d-290654b76304","2026-07-14T22:12:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","90",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","f2036b89-2111-5b8b-a17d-290654b76304","2026-07-14T22:12:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","f2036b89-2111-5b8b-a17d-290654b76304","2026-07-14T22:12:00Z",4,"Hvor gammel er Erling Haaland?","31",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","ff865daf-95b7-564a-aeb6-4423af123d08","2026-07-14T23:31:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","ff865daf-95b7-564a-aeb6-4423af123d08","2026-07-14T23:31:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","90",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","ff865daf-95b7-564a-aeb6-4423af123d08","2026-07-14T23:31:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","ff865daf-95b7-564a-aeb6-4423af123d08","2026-07-14T23:31:00Z",4,"Hvor gammel er Erling Haaland?","26",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","9794a171-9904-5492-b9e5-c9bdefda070f","2026-07-15T00:49:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","20",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","9794a171-9904-5492-b9e5-c9bdefda070f","2026-07-15T00:49:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","89",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","9794a171-9904-5492-b9e5-c9bdefda070f","2026-07-15T00:49:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","9794a171-9904-5492-b9e5-c9bdefda070f","2026-07-15T00:49:00Z",4,"Hvor gammel er Erling Haaland?","26",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","20a7bb57-5c4e-5f58-8323-c8d502be60b6","2026-07-15T01:27:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","20a7bb57-5c4e-5f58-8323-c8d502be60b6","2026-07-15T01:27:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","87",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","20a7bb57-5c4e-5f58-8323-c8d502be60b6","2026-07-15T01:27:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","20a7bb57-5c4e-5f58-8323-c8d502be60b6","2026-07-15T01:27:00Z",4,"Hvor gammel er Erling Haaland?","26",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","14308987-a786-58e9-a244-b05b3a7c0506","2026-07-15T03:27:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","20",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","14308987-a786-58e9-a244-b05b3a7c0506","2026-07-15T03:27:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","87",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","14308987-a786-58e9-a244-b05b3a7c0506","2026-07-15T03:27:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Adidas",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","14308987-a786-58e9-a244-b05b3a7c0506","2026-07-15T03:27:00Z",4,"Hvor gammel er Erling Haaland?","31",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","5cbff3e2-1d09-55f4-9549-7cc2c617834e","2026-07-15T05:09:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","5cbff3e2-1d09-55f4-9549-7cc2c617834e","2026-07-15T05:09:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","90",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","5cbff3e2-1d09-55f4-9549-7cc2c617834e","2026-07-15T05:09:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","5cbff3e2-1d09-55f4-9549-7cc2c617834e","2026-07-15T05:09:00Z",4,"Hvor gammel er Erling Haaland?","24",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","f7cdb547-4a4d-5fe1-aaf7-f36219826d4e","2026-07-15T08:54:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","f7cdb547-4a4d-5fe1-aaf7-f36219826d4e","2026-07-15T08:54:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","89",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","f7cdb547-4a4d-5fe1-aaf7-f36219826d4e","2026-07-15T08:54:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","f7cdb547-4a4d-5fe1-aaf7-f36219826d4e","2026-07-15T08:54:00Z",4,"Hvor gammel er Erling Haaland?","31",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","a9fad3a6-0e4b-549d-a848-032874a4009f","2026-07-15T12:07:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","32",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","a9fad3a6-0e4b-549d-a848-032874a4009f","2026-07-15T12:07:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","90",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","a9fad3a6-0e4b-549d-a848-032874a4009f","2026-07-15T12:07:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","a9fad3a6-0e4b-549d-a848-032874a4009f","2026-07-15T12:07:00Z",4,"Hvor gammel er Erling Haaland?","26",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","d3e9348f-e060-51c1-a291-f3bddde8bb05","2026-07-15T14:29:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","d3e9348f-e060-51c1-a291-f3bddde8bb05","2026-07-15T14:29:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","90",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","d3e9348f-e060-51c1-a291-f3bddde8bb05","2026-07-15T14:29:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","d3e9348f-e060-51c1-a291-f3bddde8bb05","2026-07-15T14:29:00Z",4,"Hvor gammel er Erling Haaland?","26",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","8e9ca8b1-2fe7-596b-88e7-96b711db2b69","2026-07-15T15:39:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","29",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","8e9ca8b1-2fe7-596b-88e7-96b711db2b69","2026-07-15T15:39:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","89",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","8e9ca8b1-2fe7-596b-88e7-96b711db2b69","2026-07-15T15:39:00Z",3,"Hvilket merke er nåværende draktleverandør for det norske fotballandslaget?","Nike",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","8e9ca8b1-2fe7-596b-88e7-96b711db2b69","2026-07-15T15:39:00Z",4,"Hvor gammel er Erling Haaland?","24",False
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","7a3b423a-b62f-5049-b42f-429fae10b7d1","2026-07-15T18:05:00Z",1,"Hvor mange år har det gått siden sist Norge kvalifiserte seg til fotball-VM?","28",True
"0407abda-f3ef-5132-a97c-3e49b0b74855","Fotball-VM 2026","7a3b423a-b62f-5049-b42f-429fae10b7d1","2026-07-15T18:05:00Z",2,"I hvilket minutt scoret Erling Haaland seiersmålet mot Brasil i VM 2026?","79",False
